Scheme Code,ISIN Div Payout/ ISIN Growth,ISIN Div Reinvestment,scheme_name,Net Asset Value,Date
100684,INF789F01323,-,UTI Aggressive Hybrid Fund - Regular Plan - Growth,389.0304,22-Jul-24
100685,INF789F01307,INF789F01315,UTI Aggressive Hybrid Fund - Regular Plan - IDCW,45.0726,22-Jul-24
120674,INF789F01SK9,-,UTI Aggressive Hybrid Fund -Direct Plan - Growth,415.7583,22-Jul-24
119526,INF209K01VP1,-,Aditya Birla Sun Life Arbitrage Fund - Growth - Direct Plan,26.7147,22-Jul-24
112088,INF209K01264,-,Aditya BIRLA SUN LIFE ARBITRAGE FUND - REGULAR PLAN - GROWTH,24.9538,22-Jul-24
119525,INF209K01P80,INF209K01VQ9,Aditya Birla Sun Life Arbitrage Fund-DIRECT - IDCW,11.4849,22-Jul-24
112087,INF209K01256,INF209K01CI6,Aditya Birla Sun Life Arbitrage Fund-Regular - IDCW,11.2077,22-Jul-24
130773,INF846K01PZ1,-,Axis Arbitrage Fund - Direct Plan - Growth,18.9673,22-Jul-24
130774,INF846K01QA2,INF846K01QB0,Axis Arbitrage Fund - Direct Plan - Monthly IDCW,11.9436,22-Jul-24
130771,INF846K01QC8,-,Axis Arbitrage Fund - Regular Plan - Growth,17.574,22-Jul-24
130776,INF846K01QD6,INF846K01QE4,Axis Arbitrage Fund - Regular Plan - Monthly IDCW,11.0412,22-Jul-24
152080,INF0QA701532,INF0QA701540,Bajaj Finserv Arbitrage Fund- Direct Plan-IDCW,10.665,22-Jul-24
152078,INF0QA701490,-,Bajaj Finserv Arbitrage Fund- Regular Plan-Growth,10.601,22-Jul-24
152077,INF0QA701524,-,Bajaj Finserv Arbitrage Fund-Direct Plan-Growth,10.665,22-Jul-24
152079,INF0QA701508,INF0QA701516,Bajaj Finserv Arbitrage Fund-Regular Plan-IDCW,10.601,22-Jul-24
108844,INF194K01623,INF194K01631,BANDHAN Arbitrage Fund - Plan B - Dividend,14.86269632,17-Feb-17
108846,INF194K01615,-,BANDHAN Arbitrage Fund - Plan B - Growth,21.25167644,17-Feb-17
133680,INF194KA1YD2,INF194KA1YE0,BANDHAN Arbitrage Fund - Regular Plan - Annual IDCW,10.9028,22-Jul-24
108845,INF194K01649,-,BANDHAN Arbitrage Fund - Regular Plan - Growth,30.4967,22-Jul-24
108847,INF194K01656,INF194K01664,BANDHAN Arbitrage Fund - Regular Plan - Monthly IDCW,13.3268,22-Jul-24
118474,INF194K01Y60,-,BANDHAN Arbitrage Fund-Direct Plan- Growth,32.7784,22-Jul-24
133679,INF194KA1YG5,INF194KA1YH3,BANDHAN Arbitrage Fund-Direct Plan-Annual IDCW,12.4611,22-Jul-24
118475,INF194K01Y78,INF194K01Y86,BANDHAN Arbitrage Fund-Direct Plan-Monthly IDCW,14.2834,22-Jul-24
143613,INF761K01EI2,INF761K01EJ0,BANK OF INDIA Arbitrage Fund Direct Plan Annual IDCW,12.2155,22-Jul-24
143614,INF761K01ED3,-,BANK OF INDIA Arbitrage Fund Direct Plan Growth,13.5038,22-Jul-24
143615,INF761K01EE1,INF761K01EF8,BANK OF INDIA Arbitrage Fund Direct Plan Monthly IDCW,12.178,22-Jul-24
143616,INF761K01EG6,INF761K01EH4,BANK OF INDIA Arbitrage Fund Direct Plan Quarterly IDCW,12.8367,22-Jul-24
143620,INF761K01DW5,-,BANK OF INDIA Arbitrage Fund Regular Growth,13.011,22-Jul-24
143617,INF761K01EB7,INF761K01EC5,BANK OF INDIA Arbitrage Fund Regular Plan IDCW Annual IDCW,12.0222,22-Jul-24
143618,INF761K01DX3,INF761K01DY1,BANK OF INDIA Arbitrage Fund Regular Plan IDCW Monthly IDCW,11.7911,22-Jul-24
143619,INF761K01DZ8,INF761K01EA9,BANK OF INDIA Arbitrage Fund Regular Plan IDCW Quarterly IDCW,12.4473,22-Jul-24
150252,INF251K01OV6,INF251K01OU8,BARODA BNP PARIBAS ARBITRAGE FUND -DIRECT PLAN - ADHOC IDCW OPTION,11.6236,22-Jul-24
150255,INF251K01PF6,INF251K01PE9,BARODA BNP PARIBAS ARBITRAGE FUND DIRECT PLAN MONTHLY IDCW Option,10.8113,22-Jul-24
150256,INF251K01PJ8,INF251K01PI0,BARODA BNP PARIBAS ARBITRAGE FUND DIRECT PLAN QUARTERLY IDCW Option,10.9047,22-Jul-24
150254,INF251K01PD1,INF251K01PC3,BARODA BNP PARIBAS ARBITRAGE FUND REGULAR PLAN MONTHLY IDCW Option,10.3937,22-Jul-24
150257,INF251K01PH2,INF251K01PG4,BARODA BNP PARIBAS ARBITRAGE FUND REGULAR PLAN QUARTERLY IDCW Option,10.4558,22-Jul-24
150250,INF251K01ON3,-,BARODA BNP PARIBAS ARBITRAGE FUND- REGULAR PLAN- GROWTH OPTION,15.1313,22-Jul-24
150251,INF251K01OT0,-,BARODA BNP PARIBAS ARBITRAGE FUND-DIRECT PLAN-GROWTH OPTION,15.8632,22-Jul-24
150253,INF251K01OP8,INF251K01OO1,BARODA BNP PARIBAS ARBITRAGE FUND-REGULAR PLAN- ADHOC IDCW OPTION,11.32,22-Jul-24
142283,INF740KA1DN4,-,DSP Arbitrage Fund - Direct - Growth,14.627,22-Jul-24
142279,INF740KA1DO2,INF740KA1DP9,DSP Arbitrage Fund - Direct - IDCW,12.154,22-Jul-24
142281,INF740KA1DQ7,INF740KA1DR5,DSP Arbitrage Fund - Direct - IDCW - Monthly,12.539,22-Jul-24
142282,INF740KA1DI4,-,DSP Arbitrage Fund - Regular - Growth,14.056,22-Jul-24
142280,INF740KA1DJ2,INF740KA1DK0,DSP Arbitrage Fund - Regular - IDCW,11.748,22-Jul-24
142278,INF740KA1DL8,INF740KA1DM6,DSP Arbitrage Fund - Regular - IDCW - Monthly,11.464,22-Jul-24
130209,INF754K01EB2,INF754K01EC0,Edelweiss Arbitrage Fund - Direct Plan - IDCW Option,13.8788,22-Jul-24
141606,INF754K01HW1,INF754K01HX9,Edelweiss Arbitrage Fund - Monthly  Direct Plan - IDCW Option,15.9486,22-Jul-24
141605,INF754K01HT7,INF754K01HU5,Edelweiss Arbitrage Fund - Monthly  Regular Plan - IDCW Option,14.8756,22-Jul-24
130207,INF754K01EG1,INF754K01EH9,Edelweiss Arbitrage Fund - Regular Plan - IDCW Option,13.3613,22-Jul-24
130206,INF754K01EA4,-,Edelweiss Arbitrage Fund- Direct Plan- Growth Option,19.4136,22-Jul-24
130208,INF754K01EJ5,-,Edelweiss Arbitrage Fund- Regular Plan -Bonus Option,18.2118,22-Jul-24
130205,INF754K01EF3,-,Edelweiss Arbitrage Fund- Regular Plan- Growth Option,18.2075,22-Jul-24
118931,INF179K01UU8,-,HDFC ARBITRAGE FUND - Growth Option - Direct Plan,29.882,22-Jul-24
118930,INF179K01UV6,INF179K01UW4,HDFC ARBITRAGE FUND - Quarterly IDCW Option - Direct Plan,22.645,22-Jul-24
106796,INF179K01319,-,HDFC ARBITRAGE FUND - Retail Growth Option,27.918,22-Jul-24
106799,-,-,HDFC ARBITRAGE FUND - Retail IDCW Option,20.806,22-Jul-24
106797,INF179K01327,-,HDFC ARBITRAGE FUND - Retail Quarterly IDCW Option,19.902,22-Jul-24
106793,INF179K01343,-,HDFC ARBITRAGE FUND - Wholesale Growth Option,28.783,22-Jul-24
129052,INF179KA1KT6,-,HDFC ARBITRAGE FUND - Wholesale Growth Option - Direct Plan,18.851,22-Jul-24
106795,INF179KA1KM1,INF179KA1KL3,HDFC ARBITRAGE FUND - Wholesale IDCW Option,10.782,22-Jul-24
129053,INF179KA1KQ2,INF179KA1KP4,HDFC ARBITRAGE FUND - Wholesale IDCW Option - Direct Plan,11.35,22-Jul-24
129054,INF179KA1KS8,INF179KA1KR0,HDFC ARBITRAGE FUND - Wholesale Monthly IDCW - Direct Plan,10.996,22-Jul-24
129051,INF179KA1KO7,INF179KA1KN9,HDFC ARBITRAGE FUND - Wholesale Monthly IDCW Option  ,11.201,22-Jul-24
151138,INF917K01QR5,-,HSBC Arbitrage Fund - Direct Growth,19.0154,22-Jul-24
151135,INF917K01QT1,INF917K01QS3,HSBC Arbitrage Fund - Direct Monthly IDCW,10.6152,22-Jul-24
151136,INF917K01QV7,INF917K01QU9,HSBC Arbitrage Fund - Direct Quarterly IDCW,11.3141,22-Jul-24
151134,INF917K01QL8,-,HSBC Arbitrage Fund - Regular Growth,17.8737,22-Jul-24
151140,INF917K01QN4,INF917K01QM6,HSBC Arbitrage Fund - Regular Monthly IDCW,10.6051,22-Jul-24
151137,INF917K01QP9,INF917K01QO2,HSBC Arbitrage Fund - Regular Quarterly IDCW,11.0957,22-Jul-24
104684,INF109K01BD1,-,ICICI Prudential Equity - Arbitrage Fund-Institutional Growth Option,26.3343,24-Apr-20
130898,INF109KA1C15,-,ICICI Prudential Equity Arbitrage Fund - Bonus,11.808,17-Jan-17
120364,INF109K016O4,-,ICICI Prudential Equity Arbitrage Fund - Direct Plan - Growth,34.3528,22-Jul-24
120365,INF109K017O2,INF109K015O6,ICICI Prudential Equity Arbitrage Fund - Direct Plan - IDCW,16.6893,22-Jul-24
130951,INF109KA1C07,-,ICICI Prudential Equity Arbitrage Fund - Direct Plan Bonus,14.7363,24-Apr-20
104683,INF109K01BF6,-,ICICI Prudential Equity Arbitrage Fund - Growth,32.2008,22-Jul-24
104681,INF109K01EF0,INF109K01BE9,ICICI Prudential Equity Arbitrage Fund - IDCW,14.7321,22-Jul-24
130787,INF205K01P68,-,Invesco India Arbitrage Fund - Direct Plan - Annual Bonus,32.1942,22-Jul-24
120401,INF205K01KR8,-,Invesco India Arbitrage Fund - Direct Plan - Growth Option,32.204,22-Jul-24
120400,INF205K01KP2,INF205K01KQ0,Invesco India Arbitrage Fund - Direct Plan - IDCW (Payout / Reinvestment),17.4873,22-Jul-24
105603,INF205K01122,-,Invesco India Arbitrage Fund - Growth Option,29.968,22-Jul-24
105604,INF205K01148,INF205K01130,Invesco India Arbitrage Fund - IDCW (Payout / Reinvestment),15.9934,22-Jul-24
147617,INF00XX01440,-,ITI Arbitrage Fund - Direct Plan - Growth Option,12.6364,22-Jul-24
147615,INF00XX01457,INF00XX01465,ITI Arbitrage Fund - Direct Plan - IDCW Option,12.6364,22-Jul-24
147618,INF00XX01416,-,ITI Arbitrage Fund - Regular Plan - Growth Option,12.1821,22-Jul-24
147616,INF00XX01424,INF00XX01432,ITI Arbitrage Fund - Regular Plan - IDCW Option,12.1821,22-Jul-24
133395,INF192K01GX4,-,JM Arbitrage Fund (Direct) - Annual Bonus Option - Principal Units,16.758,22-Jul-24
135173,INF192K01KY4,INF192K01KZ1,JM Arbitrage Fund (Direct) - Annual IDCW,14.8471,22-Jul-24
130604,INF192K01GL9,-,JM Arbitrage Fund (Direct) - Bonus Option - Principal Units,17.4607,22-Jul-24
120482,INF192K01BN6,-,JM Arbitrage Fund (Direct) - Growth Option,32.6261,22-Jul-24
133397,INF192K01ID2,-,JM Arbitrage Fund (Direct) - Half Yearly Bonus Option - Principal Units,32.6736,22-Jul-24
135171,INF192K01KU2,INF192K01KV0,JM Arbitrage Fund (Direct) - Half Yearly IDCW,15.0898,22-Jul-24
135172,INF192K01KM9,INF192K01KN7,JM Arbitrage Fund (Direct) - Monthly IDCW,13.1749,22-Jul-24
133398,INF192K01IH3,-,JM Arbitrage Fund (Direct) - Quarterly Bonus Option - Principal Units,32.6832,22-Jul-24
135174,INF192K01KQ0,INF192K01KR8,JM Arbitrage Fund (Direct) - Quarterly IDCW,15.5032,22-Jul-24
120481,INF192K01BL0,INF192K01BM8,JM Arbitrage Fund (Direct)- IDCW,15.3746,22-Jul-24
133394,INF192K01GV8,-,JM Arbitrage Fund (Regular) - Annual Bonus Option - Principal Units,31.0798,22-Jul-24
135167,INF192K01KW8,INF192K01KX6,JM Arbitrage Fund (Regular) - Annual IDCW,13.6019,22-Jul-24
130603,INF192K01GJ3,-,JM Arbitrage Fund (Regular) - Bonus Option - Principal Units,16.7376,22-Jul-24
103780,INF192K01510,-,JM Arbitrage Fund (Regular) - Growth Option,30.7876,22-Jul-24
133399,INF192K01IB6,-,JM Arbitrage Fund (Regular) - Half Yearly Bonus Option - Principal Units,31.1329,22-Jul-24
135170,INF192K01KS6,INF192K01KT4,JM Arbitrage Fund (Regular) - Half Yearly IDCW,13.7008,22-Jul-24
103781,INF192K01494,INF192K01502,JM Arbitrage Fund (Regular) - IDCW ,14.2896,22-Jul-24
135168,INF192K01KK3,INF192K01KL1,JM Arbitrage Fund (Regular) - Monthly IDCW,12.1044,22-Jul-24
133396,INF192K01IF7,-,JM Arbitrage Fund (Regular) - Quarterly Bonus Option - Principal Units,31.1329,22-Jul-24
135169,INF192K01KO5,INF192K01KP2,JM Arbitrage Fund (Regular) - Quarterly IDCW,13.9037,22-Jul-24
105968,INF174K01302,-,Kotak Equity Arbitrage Fund - Growth,35.1763,22-Jul-24
119771,INF174K01LC6,-,Kotak Equity Arbitrage Fund - Growth - Direct,37.3784,22-Jul-24
105967,INF174K01328,INF174K01310,Kotak Equity Arbitrage Fund - Payout of Income Distribution cum capital withdrawal option,10.7769,22-Jul-24
119770,INF174K01LE2,INF174K01LD4,Kotak Equity Arbitrage Fund - Payout of Income Distribution cum capital withdrawal option - Direct,11.266,22-Jul-24
145895,INF767K01PP0,-,LIC MF Arbitrage Fund-Direct Plan-Growth,13.5148,22-Jul-24
145894,INF767K01PR6,INF767K01PS4,LIC MF Arbitrage Fund-Direct Plan-Monthly IDCW,12.2868,22-Jul-24
145891,-,INF767K01PQ8,LIC MF Arbitrage Fund-Direct Plan-Weekly IDCW,12.6995,22-Jul-24
145890,INF767K01PL9,-,LIC MF Arbitrage Fund-Regular Plan-Growth,13.0085,22-Jul-24
145892,INF767K01PN5,INF767K01PO3,LIC MF Arbitrage Fund-Regular Plan-Monthly IDCW,12.7094,22-Jul-24
145893,-,INF767K01PM7,LIC MF Arbitrage Fund-Regular Plan-Weekly IDCW,12.6283,22-Jul-24
148470,INF174V01AC6,INF174V01AB8,Mahindra Manulife Arbitrage Fund - Direct Plan - IDCW,12.1299,22-Jul-24
148468,INF174V01AA0,-,Mahindra Manulife Arbitrage Fund - Direct Plan -Growth,12.1298,22-Jul-24
148467,INF174V01978,-,Mahindra Manulife Arbitrage Fund - Regular Plan - Growth,11.7414,22-Jul-24
148469,INF174V01994,INF174V01986,Mahindra Manulife Arbitrage Fund - Regular Plan - IDCW,11.7414,22-Jul-24
148401,INF769K01FS1,-,Mirae Asset Arbitrage Fund Direct Growth,12.631,22-Jul-24
148402,INF769K01FR3,INF769K01FT9,Mirae Asset Arbitrage Fund Direct IDCW,12.614,22-Jul-24
148400,INF769K01FP7,-,Mirae Asset Arbitrage Fund Regular Growth,12.265,22-Jul-24
148403,INF769K01FO0,INF769K01FQ5,Mirae Asset Arbitrage Fund Regular IDCW,12.264,22-Jul-24
118587,INF204K01YA8,INF204K01YB6,NIPPON INDIA ARBITRAGE FUND - DIRECT Plan - IDCW Option,16.5146,22-Jul-24
128821,INF204KA1MV7,INF204KA1MW5,NIPPON INDIA ARBITRAGE FUND - DIRECT Plan - MONTHLY IDCW Option,14.039,22-Jul-24
118585,INF204K01XZ7,-,Nippon India Arbitrage Fund - Direct Plan Growth Plan - Growth Option,26.8226,22-Jul-24
113345,INF204K01IY1,-,Nippon India Arbitrage Fund - Growth Plan - Growth Option,24.9855,22-Jul-24
113346,INF204K01IZ8,INF204K01JA9,NIPPON INDIA ARBITRAGE FUND - IDCW Option,14.9737,22-Jul-24
128820,INF204KA1MT1,INF204KA1MU9,NIPPON INDIA ARBITRAGE FUND - MONTHLY IDCW Option,13.0236,22-Jul-24
150367,INF0J8L01065,-,NJ Arbitrage Fund - Direct Plan - Growth Option,11.5042,22-Jul-24
150366,INF0J8L01057,-,NJ Arbitrage Fund - Regular Plan - Growth Option,11.3508,22-Jul-24
138880,INF223J012N9,-,PGIM India Arbitrage Fund - Direct Plan - Annual Dividend,11.7225,05-Mar-21
138875,INF223J013N7,-,PGIM India Arbitrage Fund - Direct Plan - Growth,18.3461,22-Jul-24
142424,INF663L01YU1,INF663L01YV9,PGIM India Arbitrage Fund - Direct Plan - Half yearly Dividend Option,11.0011,06-Aug-19
138878,INF223J011N1,INF223J016N0,PGIM India Arbitrage Fund - Direct Plan - Monthly Dividend,11.2855,22-Jul-24
138879,INF223J010N3,INF223J015N2,PGIM India Arbitrage Fund - Direct Plan - Quarterly Dividend,10.9435,05-Mar-21
138877,INF223J019M6,INF223J014N5,PGIM India Arbitrage Fund - Direct Plan - Regular Dividend,12.3371,22-Jul-24
138885,INF223J012M1,INF223J016M2,PGIM India Arbitrage Fund - Regular Plan - Annual Dividend,11.4278,05-Mar-21
138876,INF223J019N4,-,PGIM India Arbitrage Fund - Regular Plan - Growth,17.2837,22-Jul-24
138883,INF223J011M3,INF223J015M4,PGIM India Arbitrage Fund - Regular Plan - Monthly Dividend,11.2164,22-Jul-24
138884,INF223J010M5,INF223J014M7,PGIM India Arbitrage Fund - Regular Plan - Quarterly Dividend,10.7541,05-Mar-21
138887,INF223J019L8,INF223J013M9,PGIM India Arbitrage Fund - Regular Plan - Regular Dividend,11.7445,22-Jul-24
152109,INF879O01225,-,Parag Parikh Arbitrage Fund - Direct Plan Growth,10.5768,22-Jul-24
152110,INF879O01217,-,Parag Parikh Arbitrage Fund - Regular Plan Growth,10.5502,22-Jul-24
119574,INF200K01QU0,-,SBI Arbitrage Opportunities Fund - Direct Plan - Gr,33.5848,22-Jul-24
119567,INF200K01QS4,INF200K01QT2,SBI Arbitrage Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),18.1463,22-Jul-24
104457,INF200K01156,-,SBI Arbitrage Opportunities Fund - Regular Plan - Gr,31.7428,22-Jul-24
104458,INF200K01131,INF200K01149,SBI Arbitrage Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),16.6932,22-Jul-24
149552,INF173K01NB6,-,Sundaram Arbitrage Fund (Formerly Know as Principal Arbitrage Fund) - Regular Plan - Growth,13.6025,22-Jul-24
149551,INF173K01MY0,INF173K01NA8,Sundaram Arbitrage Fund (Formerly Known as Principal Arbitrage Fund)- Regular Plan - Monthly Income Distribution CUM Capital Withdrawal,11.9591,22-Jul-24
149550,INF173K01NF7,-,Sundaram Arbitrage Fund (Formerly Known as Prinicpal Arbitrage Fund) - Direct Plan - Growth,14.2373,22-Jul-24
149549,INF173K01NC4,INF173K01NE0,Sundaram Arbitrage Fund( Formerly Known as Principal Arbitrage Fund) - Direct Plan- Monthly Income Distribution CUM Capital Withdrawal,12.3113,22-Jul-24
145727,INF277K018Q1,-,TATA Arbitrage Fund Direct Plan - Monthly Payout of Income Distribution cum capital withdrawal option ,13.5391,22-Jul-24
145725,-,INF277K019Q9,TATA Arbitrage Fund Direct Plan - Monthly Reinvestment of Income Distribution cum capital withdrawal option,13.5391,22-Jul-24
145728,INF277K016Q5,-,TATA Arbitrage Fund Regular Plan - Monthly Payout of Income Distribution cum capital withdrawal option ,12.9005,22-Jul-24
145726,-,INF277K010R6,TATA Arbitrage Fund Regular Plan - Monthly Reinvestment of Income Distribution cum capital withdrawal option ,12.9005,22-Jul-24
145724,INF277K017Q3,-,Tata Arbitrage Fund-Direct Plan-Growth,14.0939,22-Jul-24
145723,INF277K015Q7,-,Tata Arbitrage Fund-Regular Plan-Growth,13.4963,22-Jul-24
146297,INF582M01ES7,-,Union Arbitrage Fund - Direct Plan - Growth Option,13.5963,22-Jul-24
146296,INF582M01EU3,INF582M01ET5,Union Arbitrage Fund - Direct Plan - IDCW Option,13.2737,22-Jul-24
146294,INF582M01EW9,-,Union Arbitrage Fund - Regular Plan - Growth Option,13.2112,22-Jul-24
146295,INF582M01EY5,INF582M01EX7,Union Arbitrage Fund - Regular Plan - IDCW Option,12.8998,22-Jul-24
120795,INF789FB1RG6,-,UTI Arbitrage Fund - Direct Plan - Growth Option,34.8279,22-Jul-24
120796,INF789FB1RE1,INF789FB1RF8,UTI Arbitrage Fund - Direct Plan - IDCW,20.3728,22-Jul-24
104075,INF789FB1RJ0,-,UTI Arbitrage Fund - Regular Plan - Growth Option,32.8739,22-Jul-24
104074,INF789FB1RH4,INF789FB1RI2,UTI Arbitrage Fund - Regular Plan - IDCW,18.5713,22-Jul-24
152073,INF579M01AZ6,INF579M01BA7,360 ONE Balanced Hybrid Fund - Direct Plan - IDCW,12.3036,22-Jul-24
152075,INF579M01AV5,-,360 ONE Balanced Hybrid Fund - Regular Plan - Growth,12.1531,22-Jul-24
152076,INF579M01AY9,-,360 ONE Balanced Hybrid Fund- Direct Plan - Growth,12.3036,22-Jul-24
152074,INF579M01AW3,INF579M01AX1,360 ONE Balanced Hyrbrid fund - Regular Plan - IDCW,12.1531,22-Jul-24
118738,INF204K01G78,INF204K01G86,NIPPON INDIA BALANCED ADVANTAGE FUND - DIRECT Plan - IDCW Option,46.3084,22-Jul-24
118737,INF204K01G60,-,Nippon India Balanced Advantage Fund - Direct Plan Growth Plan - Bonus Option,9.6826,24-Dec-15
118736,INF204K01G94,-,Nippon India Balanced Advantage Fund - Direct Plan Growth Plan - Growth Option,189.247,22-Jul-24
102848,INF204K01570,INF204K01588,NIPPON INDIA BALANCED ADVANTAGE FUND - IDCW Option,34.1392,22-Jul-24
102847,INF204K01596,-,Nippon India Balanced Advantage Fund-Growth Plan-Bonus Option,169.0432,22-Jul-24
102846,INF204K01604,-,Nippon India Balanced Advantage Fund-Growth Plan-Growth Option,169.0432,22-Jul-24
152132,INF03VN01829,-,WhiteOak Capital Balanced Hybrid Fund Direct Plan Growth,12.178,22-Jul-24
152133,INF03VN01811,-,WhiteOak Capital Balanced Hybrid Fund Regular Plan Growth,12.046,22-Jul-24
120550,INF209K01R47,-,Aditya Birla Sun Life Regular Savings Fund - DIRECT - MONTHLY IDCW,26.4605,22-Jul-24
120705,INF209K01XH4,INF209K01XJ0,Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Direct Plan,68.4115,22-Jul-24
101818,INF209K01751,INF209K01777,Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Regular Plan,61.7672,22-Jul-24
101816,INF209K01769,INF209K01DF0,Aditya Birla Sun Life Regular Savings Fund - REGULAR - MONTHLY IDCW,16.3502,22-Jul-24
120477,INF846K01DY0,INF846K01DZ7,Axis Regular Saver Fund - Direct Plan - Annual IDCW,15.8365,22-Jul-24
120478,INF846K01EB6,INF846K01EC4,Axis Regular Saver Fund - Direct Plan - Half Yearly,13.494,22-Jul-24
120479,INF846K01ED2,INF846K01EE0,Axis Regular Saver Fund - Direct Plan - Quarterly,13.2922,22-Jul-24
112927,INF846K01743,INF846K01750,Axis Regular Saver Fund - Regular Plan - Annual IDCW,13.6745,22-Jul-24
112924,INF846K01693,-,Axis Regular Saver Fund - Regular Plan - Growth Option,28.2809,22-Jul-24
112926,INF846K01727,INF846K01735,Axis Regular Saver Fund - Regular Plan - Half Yearly IDCW,12.7832,22-Jul-24
112925,INF846K01701,INF846K01719,Axis Regular Saver Fund - Regular Plan - Quarterly IDCW,11.2643,22-Jul-24
120480,INF846K01EA8,-,Axis Regular Saver Fund- Direct Plan - Growth Option,32.6737,22-Jul-24
112353,INF194K01RW9,-,BANDHAN Conservative Hybrid Fund - Regular Plan - Growth,30.4323,22-Jul-24
112352,INF194K01RY5,INF194K01RX7,BANDHAN Conservative Hybrid Fund - Regular Plan - IDCW,14.451,22-Jul-24
113361,INF194K01SB1,INF194K01SA3,BANDHAN Conservative Hybrid Fund - Regular Plan - Quarterly IDCW,14.1179,22-Jul-24
118491,INF194K015B9,-,BANDHAN Conservative Hybrid Fund-Direct Plan-Growth,33.7366,22-Jul-24
118490,INF194K017B5,INF194K016B7,BANDHAN Conservative Hybrid Fund-Direct Plan-IDCW,16.2569,22-Jul-24
118492,INF194K010C8,INF194K019B1,BANDHAN Conservative Hybrid Fund-Direct Plan-Quarterly IDCW,16.6466,22-Jul-24
150206,INF251K01HR8,-,BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Growth Option,50.7105,22-Jul-24
150207,INF251K01HS6,INF251K01HT4,BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Monthly IDCW Option,13.5227,22-Jul-24
150208,INF251K01HU2,INF251K01HV0,BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Quarterly IDCW Option,13.1187,22-Jul-24
150203,INF251K01845,-,BARODA BNP PARIBAS Conservative Hybrid Fund-Regular Plan-Growth Option,42.2124,22-Jul-24
150204,INF251K01852,INF251K01860,BARODA BNP PARIBAS Conservative hybrid Fund-Regular Plan-Monthly IDCW Option,11.3301,22-Jul-24
150205,INF251K01878,INF251K01886,BARODA BNP PARIBAS Conservative Hybrid Fund-Regular Plan-Quarterly IDCW Option,11.4777,22-Jul-24
118309,INF760K01GB4,-,CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - GROWTH OPTION,102.905,22-Jul-24
118311,INF760K01FZ5,INF760K01GA6,CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment),16.6252,22-Jul-24
118310,INF760K01GC2,INF760K01GD0,CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - QUARTERLY IDCW (Payout/Reinvestment),16.595,22-Jul-24
100601,INF760K01282,-,CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - GROWTH OPTION,90.7005,22-Jul-24
100600,INF760K01308,INF760K01316,CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),13.5941,22-Jul-24
112378,INF760K01AP7,INF760K01AQ5,CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - QUARTERLY IDCW (Payout/Reinvestment),14.1257,22-Jul-24
118994,INF740K01NO5,-,DSP Regular Savings Fund - Direct Plan - Growth,60.8766,22-Jul-24
118992,INF740K01NP2,INF740K01NR8,DSP Regular Savings Fund - Direct Plan - IDCW - Monthly,14.2149,22-Jul-24
118993,INF740K01NQ0,INF740K01NS6,DSP Regular Savings Fund - Direct Plan - IDCW - Quarterly ,14.052,22-Jul-24
102450,INF740K01458,INF740K01466,DSP Regular Savings Fund - Regular Plan - IDCW - Monthly,11.5558,22-Jul-24
102451,INF740K01474,INF740K01482,DSP Regular Savings Fund - Regular Plan - IDCW - Quarterly ,11.8366,22-Jul-24
102448,INF740K01441,-,DSP Regular Savings Fund- Regular Plan - Growth,54.4105,22-Jul-24
118574,INF090I01GF1,-,Franklin India Debt Hybrid Fund - Direct - GROWTH,92.5563,22-Jul-24
100948,INF090I01EA7,-,Franklin India Debt Hybrid Fund - Growth,84.803,22-Jul-24
118575,INF090I01GG9,INF090I01GH7,Franklin India Debt Hybrid Fund - Plan A - Direct - Monthly - IDCW,15.1299,22-Jul-24
118576,INF090I01GI5,INF090I01GJ3,Franklin India Debt Hybrid Fund - Plan A - Direct - Quarterly - IDCW,14.2549,22-Jul-24
100949,INF090I01EB5,INF090I01EC3,Franklin India Debt Hybrid Fund - Plan A - Monthly - IDCW,13.3679,22-Jul-24
100950,INF090I01ED1,INF090I01EE9,Franklin India Debt Hybrid Fund - Plan A - Quarterly - IDCW,12.4919,22-Jul-24
148302,INF090I01WH4,-,Franklin India Debt Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank ltd CO 05Mar20) - Direct Growth Plan,0,11-Jan-21
148298,INF090I01WI2,-,Franklin India Debt Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO 05Mar20) - Direct Quarterly Dividend Plan,0,31-Dec-20
