scheme_code, scheme_code, nav_date, nav
45195,ICICI Pru Quant Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,17.12
45230,ICICI Pru Quant Fund(IDCW-Payout),7/22/2024 12:00:00 AM,16.64
45229,ICICI Pru Quant Fund(IDCW-Payout)-Direct Plan,7/22/2024 12:00:00 AM,17.12
14885,ICICI Pru Regular Gold Savings Fund(FOF)(G),7/22/2024 12:00:00 AM,23.2687
18507,ICICI Pru Regular Gold Savings Fund(FOF)(G)-Direct Plan,7/22/2024 12:00:00 AM,24.0056
14886,ICICI Pru Regular Gold Savings Fund(FOF)(IDCW),7/22/2024 12:00:00 AM,23.2691
19278,ICICI Pru Regular Gold Savings Fund(FOF)(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,24.0078
43627,ICICI Pru Regular Gold Savings Fund(FOF)(IDCW-Payout),7/22/2024 12:00:00 AM,23.2691
35570,ICICI Pru Regular Gold Savings Fund(FOF)(IDCW-Payout)-Direct Plan,7/22/2024 12:00:00 AM,24.0078
1615,ICICI Pru Regular Savings Fund(G),7/22/2024 12:00:00 AM,70.0704
19283,ICICI Pru Regular Savings Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,76.5398
38038,ICICI Pru Regular Savings Fund(H-IDCW Payout),7/22/2024 12:00:00 AM,13.3392
35591,ICICI Pru Regular Savings Fund(H-IDCW Payout)-Direct Plan,7/22/2024 12:00:00 AM,17.1205
12369,ICICI Pru Regular Savings Fund(H-IDCW),7/22/2024 12:00:00 AM,13.3392
19284,ICICI Pru Regular Savings Fund(H-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,17.1205
34870,ICICI Pru Regular Savings Fund(M-IDCW Payout),7/22/2024 12:00:00 AM,13.8992
35590,ICICI Pru Regular Savings Fund(M-IDCW Payout)-Direct Plan,7/22/2024 12:00:00 AM,16.3258
1616,ICICI Pru Regular Savings Fund(M-IDCW),7/22/2024 12:00:00 AM,13.8992
18505,ICICI Pru Regular Savings Fund(M-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,16.3258
35359,ICICI Pru Regular Savings Fund(Q-IDCW Payout),7/22/2024 12:00:00 AM,11.6812
35592,ICICI Pru Regular Savings Fund(Q-IDCW Payout)-Direct Plan,7/22/2024 12:00:00 AM,14.3469
12359,ICICI Pru Regular Savings Fund(Q-IDCW),7/22/2024 12:00:00 AM,11.6812
20001,ICICI Pru Regular Savings Fund(Q-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,14.3469
25669,ICICI Pru Retirement Fund-Hybrid Aggressive Plan(G),7/22/2024 12:00:00 AM,24.33
42628,ICICI Pru Retirement Fund-Hybrid Aggressive Plan(G)-Direct Plan,7/22/2024 12:00:00 AM,26.5
42627,ICICI Pru Retirement Fund-Hybrid Aggressive Plan(IDCW),7/22/2024 12:00:00 AM,24.33
42629,ICICI Pru Retirement Fund-Hybrid Aggressive Plan(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,26.51
25668,ICICI Pru Retirement Fund-Hybrid Cons Plan(G),7/22/2024 12:00:00 AM,16.1324
42625,ICICI Pru Retirement Fund-Hybrid Cons Plan(G)-Direct Plan,7/22/2024 12:00:00 AM,17.3606
42624,ICICI Pru Retirement Fund-Hybrid Cons Plan(IDCW),7/22/2024 12:00:00 AM,16.1323
42626,ICICI Pru Retirement Fund-Hybrid Cons Plan(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,17.3603
25670,ICICI Pru Retirement Fund-Pure Debt Plan(G),7/22/2024 12:00:00 AM,14.0502
42631,ICICI Pru Retirement Fund-Pure Debt Plan(G)-Direct Plan,7/22/2024 12:00:00 AM,15.113
42630,ICICI Pru Retirement Fund-Pure Debt Plan(IDCW),7/22/2024 12:00:00 AM,14.0504
42632,ICICI Pru Retirement Fund-Pure Debt Plan(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,15.1129
25667,ICICI Pru Retirement Fund-Pure Equity Plan(G),7/22/2024 12:00:00 AM,29.74
42622,ICICI Pru Retirement Fund-Pure Equity Plan(G)-Direct Plan,7/22/2024 12:00:00 AM,32.35
42621,ICICI Pru Retirement Fund-Pure Equity Plan(IDCW),7/22/2024 12:00:00 AM,29.75
42623,ICICI Pru Retirement Fund-Pure Equity Plan(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,32.34
1502,ICICI Pru Savings Fund(DD-IDCW),7/22/2024 12:00:00 AM,105.7358
18487,ICICI Pru Savings Fund(DD-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,105.7358
38826,ICICI Pru Savings Fund(FN-IDCW Payout),7/22/2024 12:00:00 AM,101.7855
35597,ICICI Pru Savings Fund(FN-IDCW Payout)-Direct Plan,7/22/2024 12:00:00 AM,101.7877
22108,ICICI Pru Savings Fund(FN-IDCW),7/22/2024 12:00:00 AM,101.7855
22264,ICICI Pru Savings Fund(FN-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,101.7877
1500,ICICI Pru Savings Fund(G),7/22/2024 12:00:00 AM,505.332
18488,ICICI Pru Savings Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,511.6933
25344,ICICI Pru Savings Fund(IDCW),7/22/2024 12:00:00 AM,177.9397
23945,ICICI Pru Savings Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,180.2453
43605,ICICI Pru Savings Fund(IDCW-Payout),7/22/2024 12:00:00 AM,177.9397
35567,ICICI Pru Savings Fund(IDCW-Payout)-Direct Plan,7/22/2024 12:00:00 AM,180.2453
10532,ICICI Pru Savings Fund(M-IDCW Payout),7/22/2024 12:00:00 AM,102.1678
35598,ICICI Pru Savings Fund(M-IDCW Payout)-Direct Plan,7/22/2024 12:00:00 AM,102.1753
21909,ICICI Pru Savings Fund(M-IDCW),7/22/2024 12:00:00 AM,102.1678
22035,ICICI Pru Savings Fund(M-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,102.1753
43606,ICICI Pru Savings Fund(Q-IDCW Payout),7/22/2024 12:00:00 AM,108.3092
35576,ICICI Pru Savings Fund(Q-IDCW Payout)-Direct Plan,7/22/2024 12:00:00 AM,108.5397
22364,ICICI Pru Savings Fund(Q-IDCW),7/22/2024 12:00:00 AM,108.3092
22347,ICICI Pru Savings Fund(Q-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,108.5397
40322,ICICI Pru Savings Fund(W-IDCW Payout),7/22/2024 12:00:00 AM,105.5899
35553,ICICI Pru Savings Fund(W-IDCW Payout)-Direct Plan,7/22/2024 12:00:00 AM,105.6388
1501,ICICI Pru Savings Fund(W-IDCW),7/22/2024 12:00:00 AM,105.5899
18489,ICICI Pru Savings Fund(W-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,105.6388
1682,ICICI Pru Short Term Fund(G),7/22/2024 12:00:00 AM,55.6797
18509,ICICI Pru Short Term Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,60.3937
17533,ICICI Pru Short Term Fund(M-IDCW Payout),7/22/2024 12:00:00 AM,12.1327
35529,ICICI Pru Short Term Fund(M-IDCW Payout)-Direct Plan,7/22/2024 12:00:00 AM,12.7533
1683,ICICI Pru Short Term Fund(M-IDCW),7/22/2024 12:00:00 AM,12.1327
19705,ICICI Pru Short Term Fund(M-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,12.7533
46214,ICICI Pru Silver ETF,7/22/2024 12:00:00 AM,89.5303
46215,ICICI Pru Silver ETF FOF(G),7/22/2024 12:00:00 AM,13.8339
46304,ICICI Pru Silver ETF FOF(G)-Direct Plan,7/22/2024 12:00:00 AM,14.0086
46388,ICICI Pru Silver ETF FOF(IDCW Payout),7/22/2024 12:00:00 AM,13.8338
46389,ICICI Pru Silver ETF FOF(IDCW Payout)-Direct Plan,7/22/2024 12:00:00 AM,14.0088
46303,ICICI Pru Silver ETF FOF(IDCW),7/22/2024 12:00:00 AM,13.8338
46305,ICICI Pru Silver ETF FOF(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,14.0088
1625,ICICI Pru Smallcap Fund(G),7/22/2024 12:00:00 AM,88.09
19287,ICICI Pru Smallcap Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,97.88
1624,ICICI Pru Smallcap Fund(IDCW),7/22/2024 12:00:00 AM,39.22
19700,ICICI Pru Smallcap Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,74.19
17413,ICICI Pru Smallcap Fund(IDCW-Payout),7/22/2024 12:00:00 AM,39.22
35540,ICICI Pru Smallcap Fund(IDCW-Payout)-Direct Plan,7/22/2024 12:00:00 AM,74.19
46207,ICICI Pru Strategic Metal and Energy Equity FoF(G)-Direct Plan,7/22/2024 12:00:00 AM,15.3952
46600,ICICI Pru Strategic Metal and Energy Equity FoF(IDCW Payout)-Direct Plan,7/22/2024 12:00:00 AM,15.3956
46208,ICICI Pru Strategic Metal and Energy Equity FoF(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,15.3956
46205,ICICI Pru Strategic Metal and Energy Equity FoF-Reg(G),7/22/2024 12:00:00 AM,15.0253
46402,ICICI Pru Strategic Metal and Energy Equity FoF-Reg(IDCW Payout),7/22/2024 12:00:00 AM,15.0248
46206,ICICI Pru Strategic Metal and Energy Equity FoF-Reg(IDCW),7/22/2024 12:00:00 AM,15.0248
1695,ICICI Pru Technology Fund(G),7/22/2024 12:00:00 AM,198.11
18512,ICICI Pru Technology Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,218.58
7936,ICICI Pru Technology Fund(IDCW),7/22/2024 12:00:00 AM,74.45
19919,ICICI Pru Technology Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,145.97
37152,ICICI Pru Technology Fund(IDCW-Payout),7/22/2024 12:00:00 AM,74.45
35535,ICICI Pru Technology Fund(IDCW-Payout)-Direct Plan,7/22/2024 12:00:00 AM,145.97
1706,ICICI Pru Thematic Advantage Fund(FOF)(G),7/22/2024 12:00:00 AM,202.3648
19716,ICICI Pru Thematic Advantage Fund(FOF)(G)-Direct Plan,7/22/2024 12:00:00 AM,213.5846
1705,ICICI Pru Thematic Advantage Fund(FOF)(IDCW),7/22/2024 12:00:00 AM,156.871
43613,ICICI Pru Thematic Advantage Fund(FOF)(IDCW-Payout),7/22/2024 12:00:00 AM,156.871
46981,ICICI Pru Transportation and Logistics Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,18.97
46982,ICICI Pru Transportation and Logistics Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,18.97
46979,ICICI Pru Transportation and Logistics Fund-Reg(G),7/22/2024 12:00:00 AM,18.51
47132,ICICI Pru Transportation and Logistics Fund-Reg(IDCW Payout),7/22/2024 12:00:00 AM,18.51
46980,ICICI Pru Transportation and Logistics Fund-Reg(IDCW),7/22/2024 12:00:00 AM,18.51
41525,ICICI Pru Ultra Short Term Fund Fund(DD-IDCW),7/22/2024 12:00:00 AM,10.0803
41528,ICICI Pru Ultra Short Term Fund Fund(DD-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,10.0143
12454,ICICI Pru Ultra Short Term Fund Fund(G),7/22/2024 12:00:00 AM,25.8783
20010,ICICI Pru Ultra Short Term Fund Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,27.8782
40783,ICICI Pru Ultra Short Term Fund Fund(M-IDCW Payout),7/22/2024 12:00:00 AM,10.7009
35564,ICICI Pru Ultra Short Term Fund Fund(M-IDCW Payout)-Direct Plan,7/22/2024 12:00:00 AM,10.8338
12455,ICICI Pru Ultra Short Term Fund Fund(M-IDCW),7/22/2024 12:00:00 AM,10.7009
20011,ICICI Pru Ultra Short Term Fund Fund(M-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,10.8338
43612,ICICI Pru Ultra Short Term Fund Fund(Q-IDCW Payout),7/22/2024 12:00:00 AM,10.9114
35565,ICICI Pru Ultra Short Term Fund Fund(Q-IDCW Payout)-Direct Plan,7/22/2024 12:00:00 AM,11.1157
14467,ICICI Pru Ultra Short Term Fund Fund(Q-IDCW),7/22/2024 12:00:00 AM,10.9114
20048,ICICI Pru Ultra Short Term Fund Fund(Q-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,11.1157
43607,ICICI Pru Ultra Short Term Fund Fund(W-IDCW Payout),7/22/2024 12:00:00 AM,10.0811
43608,ICICI Pru Ultra Short Term Fund Fund(W-IDCW Payout)-Direct Plan,7/22/2024 12:00:00 AM,10.0978
41526,ICICI Pru Ultra Short Term Fund Fund(W-IDCW),7/22/2024 12:00:00 AM,10.0811
41529,ICICI Pru Ultra Short Term Fund Fund(W-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,10.0978
15655,ICICI Pru US Bluechip Equity Fund(G),7/22/2024 12:00:00 AM,59.16
19340,ICICI Pru US Bluechip Equity Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,65.52
17014,ICICI Pru US Bluechip Equity Fund(IDCW),7/22/2024 12:00:00 AM,59.16
20095,ICICI Pru US Bluechip Equity Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,65.52
32856,ICICI Pru US Bluechip Equity Fund(IDCW-Payout),7/22/2024 12:00:00 AM,59.16
35572,ICICI Pru US Bluechip Equity Fund(IDCW-Payout)-Direct Plan,7/22/2024 12:00:00 AM,65.52
1492,ICICI Pru Value Discovery Fund(G),7/22/2024 12:00:00 AM,444.39
18482,ICICI Pru Value Discovery Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,485.8
1491,ICICI Pru Value Discovery Fund(IDCW),7/22/2024 12:00:00 AM,41.61
18481,ICICI Pru Value Discovery Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,117.62
16867,ICICI Pru Value Discovery Fund(IDCW-Payout),7/22/2024 12:00:00 AM,41.61
35580,ICICI Pru Value Discovery Fund(IDCW-Payout)-Direct Plan,7/22/2024 12:00:00 AM,117.62
38193,IL&FS Infra Debt Fund - Series 2-A(G)-Direct Plan,6/30/2024 12:00:00 AM,1669734.4981
38197,IL&FS Infra Debt Fund - Series 2-B(G)-Direct Plan,6/30/2024 12:00:00 AM,2147903.1527
38201,IL&FS Infra Debt Fund - Series 2-C(G)-Direct Plan,6/30/2024 12:00:00 AM,2103351.3765
40414,IL&FS Infra Debt Fund - Series 3-B(G)-Direct Plan,6/30/2024 12:00:00 AM,1616405.8766
40413,IL&FS Infra Debt Fund - Series 3-B-Reg(IDCW),6/30/2024 12:00:00 AM,1616405.858
46515,Invesco India - Invesco EQQQ NASDAQ-100 ETF FoF(G)-Direct Plan,7/22/2024 12:00:00 AM,15.3904
45943,Invesco India - Invesco EQQQ NASDAQ-100 ETF FoF-Reg(G),7/22/2024 12:00:00 AM,15.3057
45203,Invesco India - Invesco Global Consumer Trends FoF(G)-Direct Plan,7/22/2024 12:00:00 AM,7.9383
45204,Invesco India - Invesco Global Consumer Trends FoF(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,7.9392
45201,Invesco India - Invesco Global Consumer Trends FoF-Reg(G),7/22/2024 12:00:00 AM,7.6524
45202,Invesco India - Invesco Global Consumer Trends FoF-Reg(IDCW),7/22/2024 12:00:00 AM,7.6521
28559,Invesco India - Invesco Global Equity Income FoF(G)-Direct Plan,7/22/2024 12:00:00 AM,27.4227
28560,Invesco India - Invesco Global Equity Income FoF(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,27.114
24405,Invesco India - Invesco Global Equity Income FoF-Reg(G),7/22/2024 12:00:00 AM,24.952
28558,Invesco India - Invesco Global Equity Income FoF-Reg(IDCW),7/22/2024 12:00:00 AM,24.9156
25716,Invesco India - Invesco Pan European Equity FoF(G)-Direct Plan,7/22/2024 12:00:00 AM,18.3304
25717,Invesco India - Invesco Pan European Equity FoF(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,18.2803
24619,Invesco India - Invesco Pan European Equity FoF-Reg(G),7/22/2024 12:00:00 AM,16.9006
25715,Invesco India - Invesco Pan European Equity FoF-Reg(IDCW),7/22/2024 12:00:00 AM,16.9003
39895,Invesco India Aggressive Hybrid Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,23.4843
39896,Invesco India Aggressive Hybrid Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,23.398
39893,Invesco India Aggressive Hybrid Fund-Reg(G),7/22/2024 12:00:00 AM,21.3529
39894,Invesco India Aggressive Hybrid Fund-Reg(IDCW),7/22/2024 12:00:00 AM,21.3541
30214,Invesco India Arbitrage Fund(AB)-Direct Plan,7/22/2024 12:00:00 AM,32.1942
2167,Invesco India Arbitrage Fund(G),7/22/2024 12:00:00 AM,29.968
18900,Invesco India Arbitrage Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,32.204
2166,Invesco India Arbitrage Fund(IDCW),7/22/2024 12:00:00 AM,15.9934
18899,Invesco India Arbitrage Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,17.4873
2171,Invesco India Balanced Advantage Fund(G),7/22/2024 12:00:00 AM,51.64
18915,Invesco India Balanced Advantage Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,60.4
2170,Invesco India Balanced Advantage Fund(IDCW),7/22/2024 12:00:00 AM,21.31
18914,Invesco India Balanced Advantage Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,25.16
17250,Invesco India Banking and PSU Fund(DD-IDCW),7/22/2024 12:00:00 AM,1011.3627
18901,Invesco India Banking and PSU Fund(DD-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,1032.2756
17249,Invesco India Banking and PSU Fund(G),7/22/2024 12:00:00 AM,2096.7783
18902,Invesco India Banking and PSU Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,2236.9365
17862,Invesco India Banking and PSU Fund(M-IDCW),7/22/2024 12:00:00 AM,1037.0462
18903,Invesco India Banking and PSU Fund(M-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,1016.778
2169,Invesco India Contra Fund(G),7/22/2024 12:00:00 AM,129.06
18909,Invesco India Contra Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,149.62
2168,Invesco India Contra Fund(IDCW),7/22/2024 12:00:00 AM,52.68
18908,Invesco India Contra Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,69.75
2156,Invesco India Corporate Bond Fund(A-IDCW),7/22/2024 12:00:00 AM,1811.7071
18891,Invesco India Corporate Bond Fund(A-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,1245.0019
2158,Invesco India Corporate Bond Fund(G),7/22/2024 12:00:00 AM,2933.4834
18892,Invesco India Corporate Bond Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,3131.8373
15571,Invesco India Corporate Bond Fund(IDCW),7/22/2024 12:00:00 AM,3080.3923
18895,Invesco India Corporate Bond Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,3132.8253
2164,Invesco India Corporate Bond Fund(M-IDCW),7/22/2024 12:00:00 AM,1681.3753
18893,Invesco India Corporate Bond Fund(M-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,1263.3485
2165,Invesco India Corporate Bond Fund(Q-IDCW),7/22/2024 12:00:00 AM,1151.2917
18894,Invesco India Corporate Bond Fund(Q-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,1269.3501
21522,Invesco India Credit Risk Fund(G),7/22/2024 12:00:00 AM,1761.4262
21531,Invesco India Credit Risk Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,1939.0414
21524,Invesco India Credit Risk Fund(IDCW),7/22/2024 12:00:00 AM,1760.8765
21532,Invesco India Credit Risk Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,1953.512
30063,Invesco India Credit Risk Fund(M-IDCW),7/22/2024 12:00:00 AM,1293.6277
30650,Invesco India Credit Risk Fund(M-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,1184.6023
2270,Invesco India ELSS Tax Saver Fund(G),7/22/2024 12:00:00 AM,122.98
18949,Invesco India ELSS Tax Saver Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,143.83
2269,Invesco India ELSS Tax Saver Fund(IDCW),7/22/2024 12:00:00 AM,26.76
18948,Invesco India ELSS Tax Saver Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,33.95
42670,Invesco India Equity Savings Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,17.6574
42671,Invesco India Equity Savings Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,17.5925
41505,Invesco India Equity Savings Fund-Reg(G),7/22/2024 12:00:00 AM,16.1284
42669,Invesco India Equity Savings Fund-Reg(IDCW),7/22/2024 12:00:00 AM,16.1272
45350,Invesco India ESG Integration Strategy Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,18.44
45351,Invesco India ESG Integration Strategy Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,16.53
45348,Invesco India ESG Integration Strategy Fund-Reg(G),7/22/2024 12:00:00 AM,17.45
45349,Invesco India ESG Integration Strategy Fund-Reg(IDCW),7/22/2024 12:00:00 AM,15.57
5348,Invesco India Financial Services Fund(G),7/22/2024 12:00:00 AM,123.67
18905,Invesco India Financial Services Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,145.89
5349,Invesco India Financial Services Fund(IDCW),7/22/2024 12:00:00 AM,63.07
18904,Invesco India Financial Services Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,75.1
46310,Invesco India Flexi Cap Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,18.18
46311,Invesco India Flexi Cap Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,18.18
45945,Invesco India Flexi Cap Fund-Reg(G),7/22/2024 12:00:00 AM,17.46
46309,Invesco India Flexi Cap Fund-Reg(IDCW),7/22/2024 12:00:00 AM,17.46
45060,Invesco India Focused Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,27.83
45061,Invesco India Focused Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,25.12
45058,Invesco India Focused Fund-Reg(G),7/22/2024 12:00:00 AM,26.21
45059,Invesco India Focused Fund-Reg(IDCW),7/22/2024 12:00:00 AM,23.58
6587,Invesco India Gilt Fund(A-IDCW),7/22/2024 12:00:00 AM,1194.2009
19295,Invesco India Gilt Fund(A-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,1531.6119
4378,Invesco India Gilt Fund(G),7/22/2024 12:00:00 AM,2656.8189
18916,Invesco India Gilt Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,2916.7585
4379,Invesco India Gilt Fund(M-IDCW),7/22/2024 12:00:00 AM,1496.5113
18917,Invesco India Gilt Fund(M-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,2276.0959
4473,Invesco India Gilt Fund(Q-IDCW),7/22/2024 12:00:00 AM,1211.311
19294,Invesco India Gilt Fund(Q-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,1034.261
8505,Invesco India Gold ETF,7/22/2024 12:00:00 AM,6428.7696
14593,Invesco India Gold ETF FoF(G),7/22/2024 12:00:00 AM,21.306
18922,Invesco India Gold ETF FoF(G)-Direct Plan,7/22/2024 12:00:00 AM,22.0456
14594,Invesco India Gold ETF FoF(IDCW),7/22/2024 12:00:00 AM,21.3085
18921,Invesco India Gold ETF FoF(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,22.0118
2237,Invesco India Infrastructure Fund(G),7/22/2024 12:00:00 AM,66.45
18926,Invesco India Infrastructure Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,78.82
2236,Invesco India Infrastructure Fund(IDCW),7/22/2024 12:00:00 AM,47.83
18925,Invesco India Infrastructure Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,57.83
2235,Invesco India Large & Mid Cap Fund(G),7/22/2024 12:00:00 AM,88.83
18924,Invesco India Large & Mid Cap Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,103.97
2234,Invesco India Large & Mid Cap Fund(IDCW),7/22/2024 12:00:00 AM,44
18923,Invesco India Large & Mid Cap Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,52.25
7870,Invesco India Largecap Fund(G),7/22/2024 12:00:00 AM,67.13
18907,Invesco India Largecap Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,79.48
7871,Invesco India Largecap Fund(IDCW),7/22/2024 12:00:00 AM,31
18906,Invesco India Largecap Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,38.36
43847,Invesco India Liquid Fund - Unclaimed Dividend - Above 3Y,7/22/2024 12:00:00 AM,1000
35324,Invesco India Liquid Fund - Unclaimed Dividend - Below 3Y,7/22/2024 12:00:00 AM,1606.3222
43848,Invesco India Liquid Fund - Unclaimed Redemption - Above 3Y,7/22/2024 12:00:00 AM,1000
35325,Invesco India Liquid Fund - Unclaimed Redemption - Below 3Y,7/22/2024 12:00:00 AM,1606.2442
22169,Invesco India Liquid Fund(B),7/22/2024 12:00:00 AM,3368.9859
2239,Invesco India Liquid Fund(DD-IDCW),7/22/2024 12:00:00 AM,1002.7594
17975,Invesco India Liquid Fund(DD-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,1000.9596
2240,Invesco India Liquid Fund(G),7/22/2024 12:00:00 AM,3362.9312
17974,Invesco India Liquid Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,3389.518
2241,Invesco India Liquid Fund(M-IDCW),7/22/2024 12:00:00 AM,1007.9867
18927,Invesco India Liquid Fund(M-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,1087.591
2242,Invesco India Liquid Fund(W-IDCW),7/22/2024 12:00:00 AM,1018.3669
18928,Invesco India Liquid Fund(W-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,1166.2698
2238,Invesco India Liquid-Reg(G),7/22/2024 12:00:00 AM,2992.8302
2247,Invesco India Liquid-Reg(W-IDCW),7/22/2024 12:00:00 AM,1002.7391
2252,Invesco India Low Duration Fund(DD-IDCW),7/22/2024 12:00:00 AM,1017.9524
18952,Invesco India Low Duration Fund(DD-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,1018.9655
2253,Invesco India Low Duration Fund(G),7/22/2024 12:00:00 AM,3527.3187
18953,Invesco India Low Duration Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,3664.2051
14830,Invesco India Low Duration Fund(IDCW),7/22/2024 12:00:00 AM,3610.0297
18950,Invesco India Low Duration Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,3665.8547
2254,Invesco India Low Duration Fund(M-IDCW),7/22/2024 12:00:00 AM,1285.508
18954,Invesco India Low Duration Fund(M-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,1082.6628
2255,Invesco India Low Duration Fund(W-IDCW),7/22/2024 12:00:00 AM,1179.1418
18955,Invesco India Low Duration Fund(W-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,1207.5449
2249,Invesco India Low Duration Fund-Reg(DD-IDCW),7/22/2024 12:00:00 AM,1571.8457
2250,Invesco India Low Duration Fund-Reg(G),7/22/2024 12:00:00 AM,3160.3134
2256,Invesco India Low Duration Fund-Reg(M-IDCW),7/22/2024 12:00:00 AM,1274.1737
2257,Invesco India Low Duration Fund-Reg(W-IDCW),7/22/2024 12:00:00 AM,1335.5257
45610,Invesco India Medium Duration Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,1178.7543
45611,Invesco India Medium Duration Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,1178.6901
45612,Invesco India Medium Duration Fund(Q-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,1052.6352
45607,Invesco India Medium Duration Fund-Reg(G),7/22/2024 12:00:00 AM,1147.7443
45608,Invesco India Medium Duration Fund-Reg(IDCW),7/22/2024 12:00:00 AM,1147.7443
45609,Invesco India Medium Duration Fund-Reg(Q-IDCW),7/22/2024 12:00:00 AM,1040.7702
2259,Invesco India Midcap Fund(G),7/22/2024 12:00:00 AM,153.67
